indicator,period,source,location,value,value_type,Sub-dashboard
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Akwa Ibom,7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Akwa Ibom,7.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Akwa Ibom,7.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Akwa Ibom,7.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Akwa Ibom,8.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Akwa Ibom,8.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Akwa Ibom,10.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Akwa Ibom,12.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Akwa Ibom,15.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Akwa Ibom,16.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Akwa Ibom,17.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Anambra,15.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Anambra,14.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Anambra,13.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Anambra,12.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Anambra,12,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Anambra,11.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Anambra,10.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Anambra,10.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Anambra,11.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Anambra,11.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Anambra,11.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Anambra,12.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Anambra,15,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Anambra,18.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Anambra,20.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Anambra,21,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Anambra,20.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Bauchi,8.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Bauchi,7.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Bauchi,6.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Bauchi,5.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Bauchi,4.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Bauchi,4.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Bauchi,3.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Bauchi,3.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Bauchi,3.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Bauchi,3.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Bauchi,3.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Bauchi,3.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Bauchi,3.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Bauchi,4.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Bauchi,5.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Bauchi,6.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Bauchi,7.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Bayelsa,15.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Bayelsa,14.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Bayelsa,14.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Bayelsa,13.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Bayelsa,12.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Bayelsa,12.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Bayelsa,11.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Bayelsa,11.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Bayelsa,12.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Bayelsa,11.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Bayelsa,11.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Bayelsa,11.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Bayelsa,13,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Bayelsa,15.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Bayelsa,18.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Bayelsa,20,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Bayelsa,21.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Benue,20.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Benue,20.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Benue,19.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Benue,19.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Benue,18.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Benue,17.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Benue,17,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Benue,17,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Benue,17.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Benue,16.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Benue,16.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Benue,17.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Benue,19.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Benue,22.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Benue,26,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Benue,28.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Benue,30.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Borno,16.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Borno,15.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Borno,14.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Borno,13.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Borno,11.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Borno,10.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Borno,8.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Borno,8.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Borno,8.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Borno,8.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Borno,9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Borno,10.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Borno,13.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Borno,16.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Borno,19.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Borno,20.1,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Borno,20.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Cross River,14.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Cross River,14.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Cross River,14.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Cross River,14.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Cross River,13.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Cross River,12.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Cross River,11.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Cross River,11.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Cross River,11.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Cross River,11.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Cross River,10.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Cross River,10.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Cross River,11.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Cross River,13.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Cross River,14.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Cross River,14.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Cross River,14.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Delta,8.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Delta,7.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Delta,7.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Delta,6.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Delta,6.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Delta,6.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Delta,6.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Delta,6.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Delta,7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Delta,6.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Delta,6.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Delta,6.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Delta,7.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Delta,9.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Delta,11.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Delta,12.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Delta,13.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Ebonyi,19.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Ebonyi,19.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Ebonyi,18.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Ebonyi,18.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Ebonyi,16.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Ebonyi,15.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Ebonyi,14.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Ebonyi,14.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Ebonyi,14.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Ebonyi,14.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Ebonyi,14.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Ebonyi,15.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Ebonyi,18.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Ebonyi,22.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Ebonyi,25.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Ebonyi,28.4,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Ebonyi,29.9,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2000,IHME,Edo,15.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2001,IHME,Edo,14.6,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2002,IHME,Edo,13.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2003,IHME,Edo,12.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2004,IHME,Edo,12,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2005,IHME,Edo,11.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2006,IHME,Edo,11.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2007,IHME,Edo,12.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2008,IHME,Edo,13.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2009,IHME,Edo,13.7,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2010,IHME,Edo,14.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2011,IHME,Edo,15.8,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2012,IHME,Edo,19.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2013,IHME,Edo,23.5,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2014,IHME,Edo,25.2,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2015,IHME,Edo,25.3,Estimate,Health_Outcomes
Percentage of children under 6 months who were exclusively breastfed,2016,IHME,Edo,24.5,Estimate,Health_Outcomes
